orig,kr
"<div class=""prt-text-small"">奥義使用時にライフリングLv上昇(最大Lv*)<span class=""text-blue""><br>◆ライフリングLvに応じてシューテム・アップと制圧射撃のダメージ性能UP</span></div>","<div class=""prt-text-small"">오이ㅡ 사용 시 라이플링 Lv 상승 (최대 Lv *)<span class=""text-blue""><br>◆라이플링 Lv에 따라 슈템・업과 제압 사격의 데미지 성능 UP</span></div>"
火薬樽,화약통
"<div class=""prt-text-small"">毎ターン火薬樽が増加(最大*)/被ダメージで*失う/火薬樽の数に応じて連続攻撃確率UP<br><span class=""text-blue"">◆火薬樽は開始時*の状態</span></div>","<div class=""prt-text-small"">매 턴 화약통이 증가 (최대 *)/데미지를 받을 때 * 잃음/화약통이 수에 따라 연속 공격 확률 UP<br><span class=""text-blue"">◆화약통은 개시시 *인 상태</span></div>"


"!포리아(SSR,리미티드)"
[楽隠居の元国王],[은퇴한 전 국왕]
フォリア,포리아

風雅煌玉＋,풍아황옥+
水属性ダメージ(特大)/ホワイトヴェールの耐久値を全回復/味方全体にバリア効果,수속성 데미지(특대)/화이트 벨의 내구치를 모두 회복/아군 전체에게 배리어 효과
ホワイトヴェール＋,화이트 벨+
"<div class=""prt-text-small"">ステータス大幅UP/最大HPの**%分のバリア効果(最大****)<span class=""text-blue""><br>◆バリア解除時*ターンの間弱体化</span></div>","<div class=""prt-text-small"">능력치 대폭UP/최대HP의 **%만큼 배리어 효과(최대****)<span class=""text-blue""><br>◆배리어가 해제되면 *턴동안 약화</span></div>"
レコグニション＋,레커그니션+
"<div class=""prt-text-small"">自分以外の水属性キャラ単体のクリティカル確率UP/ブロック効果/連続攻撃確率UP/弱体効果無効/ダメージ上限UP</div>","<div class=""prt-text-small"">자신을 제외한 수속성 캐릭터 하나의 크리티컬 확률UP/블록효과/연속 공격 확률UP/약체 효과 무효/데미지 상한UP</div>"
有水無空の印,유수무공의 낙인
敵全体に水属性ダメージ/水天彷彿の計を付与,적 전체에게 수속성 데미지/수천방불의 계를 부여
賢君忠臣,현군충신
ホワイトヴェール中は攻防UP/クリティカル確率UP/必ず連続攻撃,화이트 벨 중일 때 공격·방어UP/반드시 연속 공격
雲水行脚,운수행각
活性効果/奥義発動時にレコグニションによる強化効果を*ターン延長,활성효과/오의 발동 시 레커그니션의 강화 효과를 *턴 연장

"!하제리라(SSR,십현자)"
[欺瞞の女教皇],[기만의 여교황]
ハーゼリーラ,하제리라

優美な笑みを湛えた女教皇は、聡明さと智略をもって内心を欺瞞で飾る。過去に降りかかった悲劇は彼女の憎悪を燃え滾らせ、復讐へと駆り立てた。黒く染まった心は、もはや後戻りすることを許さない。例えそれが仲間を欺くことになろうとも──,우아한 미소를 띤 여교황은 총명함과 지략으로 속마음을 기만으로 꾸민다.과거에 닥친 비극은 그녀의 증오를 불태우고 복수로 몰고 갔다. 검게 물든 마음은 더 이상 되돌릴 수 없다. 설령 그것이 동료를 속이는 것이 된다 하더라도--

小さな淑女,작은 숙녀
ハーゼの秘密,하제의 비밀
遠き日の日常,먼 훗날의 일상
守りたいもの,지키고 싶은 것
欺瞞と真実,기만과 진실
燃ゆる復讐心,불타는 복수심
表と裏,겉과 속

モーントリヒト＋,몬트리히트＋
水属性ダメージ(特大)/*ターンの間水属性キャラの攻防が徐々にUP,수속성 데미지 (특대)/*턴동안 수속성 캐릭터의 공방이 서서히 UP

ボアズ＋,보아즈＋
"敵に月影の幻惑効果/スロウ効果　<span class=""text-blue"">◆月影の幻惑効果は発動回数に応じて性能強化(最大Lv*)</span>","적에게 달그림자의 현혹을 부여/슬로우 효과　<span class=""text-blue"">◆달그림자의 현혹은 발동 횟수에 따라 성능 강화 (최대 Lv *)</span>"
ヤヒン＋,야힌＋
水属性キャラ単体に被ダメージ無効(*回)/弱体効果無効(*回)/幻影効果(*回)/バリア効果,수속성 캐릭터 단체에게 받는 데미지 무효 (*회)/약체 효과 무효 (*회)/환영 효과 (*회)/배리어 효과
フェイスオブザムーン,페이스 오브 더 문
水属性キャラの水属性攻撃UP/月狂の涙効果/奥義ゲージUP(**%)/月が満ちる,수속성 캐릭터의 수속성 공격UP/월광의 눈물 효과/오의 게이지UP(**%)/달이 차오른다

月海の羽衣,달바다의 우의
水属性キャラが月の満ち欠けに応じて防御性能UP,수속성 캐릭터가 달의 변화에 따라 방어 성능 UP
月の逆位置,달의 역위치
経過ターンに応じて水属性キャラの攻撃UP/防御UP,경과 턴에 따라 수속성 캐릭터의 공격 UP/방어 UP
女教皇の正位置,여교황의 정위치
"自分にトーラの書効果(*ターンに同じアビリティを連続*回まで使用可能)　<span class=""text-blue"">◆再発動不可</span>",수속성 데미지 (특대)/*턴동안 수속성 캐릭터의 공방이 서서히 UP

攻撃力/防御力/弱体耐性/命中率が減少した状態(ボアズを発動する度にLvが上昇/最大*/消去不可),공격력/방어력/약체효과/명중률이 감소한 상태(보아즈를 발동할 수록 Lv이 상승/최대 */소거 불가)
リンクアビリティ,링크 어빌리티
次に受ける被ダメージを無効化する状態,다음에 받는 데미지를 무효화 하는 상태
弱体効果を*回無効化する状態,약체효과를 *회 무효화 하는 상태
次に受ける単体攻撃を無効化する状態(全体攻撃で効果消滅),다음에 받는 단체 공격을 무효화 하는 상태(전체 공격 시 효과 소거)
次に受ける攻撃を一定量無効化する状態,다음에 받는 공격을 일정량 무효화 하는 상태
水属性攻撃力が上昇した状態,수속성 공격력이 상승한 상태
月の満ち欠けに応じて攻撃性能UP,달의 위상에 따라 공격 성능 UP


"!밤피&베스(SSR,수속통상)"
[不壊の絆],[깨지지 않는 인연]
飛竜と吸血姫 ヴァンピィ＆ベス,비룡과 흡혈귀 밤피&베스

ドラーク・アーデム＋,드라크・아뎀＋
"水属性ダメージ(極大)/自分のHP回復/竜の実を*消費　<span class=""text-blue"">◆竜の実が*以上の時のみ発動可能</span>","수속성 데미지 (극대)/자신의HP 회복/용의 열매를 * 소비　<span class=""text-blue"">◆용의 열매가 * 이상일 때만 발동 가능</span>"
ブラッドアフェクション＋,블러드 어펙션＋
"<div class=""prt-text-small"">敵に水属性ダメージ/敵の強化効果を*つ無効化/自分に竜の実を*つ付与　<span class=""text-blue"">◆無効化成功時に竜の実を追加で*つ付与</span></div>","<div class=""prt-text-small"">적에게 수속성 데미지/적의 강화 효과를 *개 무효화/자신에게 용의 열매를 *개 부여　<span class=""text-blue"">◆무효 성공 시 용의 열매를 추가로 *개 부여</span></div>"
グリュック＋,그류크＋
敵の全ての攻撃を回避(*回),적의 모든 공격을 회피 (*회)
クリムゾンギフト,크림즌 기프트
"<div class=""prt-text-small"">味方全体に水属性攻撃UP/吸収効果/バリア効果<br><span class=""text-blue"">◆竜の実の数に応じて性能強化</span></div>","<div class=""prt-text-small"">아군 전체의 수속성 공격 UP/흡수 효과/배리어 효과<br><span class=""text-blue"">◆용의 열매의 수에 따라 성능 강화</span></div>"
ヴァンピィちゃん達、最強ですので！,"밤피들은, 최강이니까!"
"<div class=""prt-text-small"">竜の実の数に応じて攻撃UP/ダメージ上限UP/連続攻撃確率UP/防御DOWN　<span class=""text-blue"">◆竜の実は毎ターン*上昇(バトル開始時*/最大*)</span></div>","<div class=""prt-text-small"">용의 열매의 수에 따라 공격 UP/데미지 상한 UP/연속 공격 확률 UP/방어 DOWN　<span class=""text-blue"">◆용의 과일은 매 턴 *상승(배틀 개시 시 */최대 *)</span></div>"
ぎゃうー……,규우우……
被ダメージ時に竜の実が*減少し、次のターン敵対心DOWN,"데미지를 받을 때 용의 열매가 * 감소하고, 다음 턴 적대심 DOWN"


"!미림(SSR,크리스마스)"
[サムライホリデー],[사무라이 홀리데이]
ミリン,미림
身も心も凍るような寒さの中、少女が纏うは古来より親しまれた冬の装い。遠く離れた故郷とよく似た冬の香りに、少女は赤くなった鼻を啜りながら、母の腕のように優しく身を包む温もりに微睡んだ。,"몸도 마음도 얼어붙는 듯한 추위 속에서, 소녀가 입은 것은 예로부터 친숙한 겨울의 옷차림. 멀리 떨어진 고향과 흡사한 겨울 향기에 소녀는 빨갛게 달아오른 코를 훌쩍이며 어머니의 팔처럼 부드럽게 몸을 감싸는 온기에 희미한 잠에 빠져들었다."

ぽかぽかの魔力,따끈따끈의 마력
未完のやかん,미완성 주전자

一霜二霰　凍三寒,일상이산(一霜二霰) 동삼한(凍三寒)
一霜二霰　凍三寒＋,일상이산(一霜二霰) 동삼한(凍三寒)＋
水属性ダメージ(特大)/自分にカウンター効果(回避/*回)/みかんを*つ追加,수속성 데미지(특대)/자신에게 카운터 효과(회피/*회)/귤을 *개 추가
蛍雪,형설
蛍雪＋,형설＋
"敵に*回水属性ダメージ/水属性防御DOWN(累積)<span class=""text-blue"">　◆みかんを全て消費し、その数に応じて発動回数UP(最大*回)</span>","적에게 *회 수속성 데미지/수속성 방어DOWN(중첩)<span class=""text-blue"">　◆귤을 모두 소비하고、그 수에 따라 발동횟수UP(최대 *회)</span>"
心頭滅却でござる！,심두멸각하오!
心頭滅却でござる！＋,심두멸각하오!＋
"自分の奥義ゲージUP(**%)/HPを回復/弱体効果を*ターン短縮<span class=""text-blue"">　◆みかんを*つ消費し効果を全体化</span>","자신의 오의 게이지UP(**%)/HP를 회복/약체효과를 *턴 단축<span class=""text-blue"">　◆귤을 *개 소비하여 효과를 전체화</span>"
"敵の全ての攻撃を回避/かばう効果(全体)<span class=""text-blue"">　◆回避と同時に凰寒の見切りでござる！</span>","적의 모든 공격을 회피/감싸기 효과(전체)<span class=""text-blue"">　◆회피와 동시에 황한(凰寒)의 반격이오！</span>"
全空でひとつだけの,온 하늘에서 하나뿐인
奥義ゲージ最大値***/バトル開始時みかんを*つ追加(最大*),오의게이지 최대치***/배틀시작시 귤을 *개 추가(최대*)
冬日之温,동일지온(冬日之温)
カウンター発動時に自分のアビリティ再使用間隔を*ターン短縮/カウンター効果が付与されている時、自分が必ずトリプルアタック,"카운터 발동시 자신의 어빌리티 재사용 간격을 *턴 단축/카운터 효과가 부여되어 있을 때, 자신이 반드시 트리플 어택"
水属性の被ダメージに対する防御力が減少した状態(累積),수속성 데미지에 대한 방어력이 감소한 상태(누적)
敵の攻撃を味方の代わりに受ける状態(全体攻撃含む),적의 공격을 아군 대신 받는 상태(전체 공격 포함)
回避に成功すると敵に水属性ダメージ/連続攻撃確率DOWNを与える状態,회피 성공 시 적에게 수속성 데미지/연속 공격 확률 DOWN을 부여하는 상태


"!카마도 탄지로(SSR, 귀멸 콜라보)"
[若き鬼殺隊士],[젊은 귀살대원]
竈門炭治郎&amp;竈門禰󠄀豆子&amp;我妻善逸&amp;嘴平伊之助,"<span style=""font-size: smaller"">카마도 탄지로&amp;카마도 네즈코&amp;아가츠마 젠이츠&amp;하시비라 이노스케</span>"
竈門炭治郎,카마도 탄지로

ヒノカミ神楽 円舞,히노카미 카구라 원무
ヒノカミ神楽 円舞＋,히노카미 카구라 원무＋
"水属性ダメージ(特大)/自分の神楽Lv*上昇(最大*)　<span class=""text-blue"">◆神楽Lv*消費：敵に無属性追加ダメージ</span>","수속성 데미지(특대) / 자신의 카구라 Lv* 상승(최대*) <span class=""text-blue"">◆카구라 Lv* 소비：적에게 무속성 추가 데미지</span>"
"水属性ダメージ(特大)/自分の神楽Lv*上昇(最大*)　<span class=""text-blue"">◆神楽Lv*消費：敵に無...</span>","수속성 데미지(특대) / 자신의 카구라 Lv* 상승(최대*)　<span class=""text-blue"">◆카구라 Lv* 소비：적에게 무...</span>"

水の呼吸 壱ノ型・水面斬り,물의 호흡 1형・수면 베기
敵全体に水属性ダメージ/自分の水属性攻撃UP(累積)/神楽Lv*上昇,적 전체에게 수속성 데미지 / 자신의 수속성 공격 UP(누적) / 카구라 Lv* 상승

獣の呼吸 参ノ牙・喰い裂き,짐승의 호흡 3엄니・뜯어 발기기


水の呼吸 漆ノ型・雫波紋突き,"<span style=""font-size: 85%"">물의 호흡 7형・물방울 파문 찌르기</span>"
敵に水属性ダメージ/自分にカウンター効果(被ダメージ/*回),적에게 수속성 데미지 / 자신에게 카운터 효과(데미지를 받을 때/*회)

ヒノカミ神楽,히노카미 카구라
神楽Lvに応じて自分の攻撃性能UP/与ダメージ上昇/自分がアビリティ使用時、神楽Lv*上昇/一度だけ戦闘不能にならずにHP*で耐える,"카구라 Lv에 따라 자신의 공격 성능 UP / 가하는 데미지 상승 / 자신이 어빌리티 사용시, 카구라 Lv* 상승 / 한번만 전투불능이 되지않고 HP*로 견딘다"

雷の呼吸 壱ノ型・霹靂一閃,번개의 호흡 1형・벽력일섬
瀕死状態の場合、回避率大幅UP/ターン終了時に、眠りに落ちた善逸が敵に弱点属性ダメージ,"빈사상태일 경우, 회피율 대폭 UP / 턴 종료시, 잠에 빠진 젠이츠가 적에게 약점 속성 데미지"



!카타리나(SR)
[蒼の守護者],[푸른 수호자]
謎多き少女、ルリアの護衛騎士。少女と共に帝国へと反旗を翻した女騎士は、ある時は自己を省みぬ忠臣のように、ある時は慈愛に満ちた姉のように少女を支える。,"수수께끼가 많은 소녀, 루리아의 호위 기사. 소녀와 함께 제국에 반기를 든 여기사는 어떤 때는 자신을 돌아보지 않는 충신처럼, 어떤 때는 자애로운 누나처럼 소녀를 부축한다."
代表的なイベントのみ表示しています,대표적인 이벤트만 표시하고 있습니다
ピクニック大作戦,피크닉 대작전
ファラ、錆びる,"파라, 녹슬다"
ヴィジョン・ディヴァイン,비전・디바인
ヒール,힐
ヒール＋,힐+
ディスペルマウント,디스펠 마운트
ディスペルマウント＋,디스펠 마운트 +
ライトウォール,라이트월
アイデンティティーズ,아이덴티티즈
敵に*回水属性ダメージ/光の障壁解除/自分の連続攻撃確率UP,적에게 *회 수속성 데미지 / 빛의 장벽 해제 / 자신의 연속공격확률UP
