orig,kr
"自分の攻撃大幅UP(アルベス・フェルマーレ状態の敵のみ/1回)
",자신의 공격 대폭 UP(알베스・펠마레 상태인 적에게만/1회)
アルベス・スウィング,알베스・스윙
敵に光属性ダメージ/次の攻撃で必ずトリプルアタック,적에게 광속성 데미지 / 다음 공격이 반드시 트리플 어택
レッドファッシネーション,레드 패서네이션
味方全体がブレイク時の敵に対して攻撃UP,아군 전체가 브레이크 상태인 적에게 공격 UP
弱体耐性が減少した状態,약체내성이 감소한 상태
アビリティの標的になった状態,어빌리티의 표적이 된 상태
ブレイク状態の敵への攻撃力が上昇した状態,브레이크 상태인 적에게 공격력이 상승한 상태
アルベス・フェルマーレ状態の敵への攻撃力が上昇した状態,알베스・펠마레 상태인 적에게 공격력이 상승한 상태
*回攻撃の発生確率が上昇した状態,*회 공격의 발생확률이 상승한 상태


"!조이(SSR,광속통상)"
[覚醒の調停者],각성한 조정자
ゾーイ,조이

ガンマ・レイ,감마 레이
ガンマ・レイ＋,감마 레이 +
光属性ダメージ(特大)/バリア効果,광속성 데미지(특대)/배리어 효과
コンバージェンス,컨버전스
コンバージェンス＋,컨버전스 +
"<div class=""prt-text-small"">ターゲットに関わらず*回光属性ダメージ/効果中必ず連続攻撃/敵対心大幅UP</div>","<div class=""prt-text-small"">타겟에 상관없이 *회 광속성 데미지/효과중 반드시 연속공격/적대심 대폭UP</div>"
レイストライク,레이 스트라이크
レイストライク＋,레이 스트라이크 +
"<div class=""prt-text-small"">敵に*～*倍光属性ダメージ/回避率UP<br><span class=""text-blue"">◆回避時追加効果：敵に光属性ダメージ<span></span></span></div>","<div class=""prt-text-small"">적에게 *～*배 광속성 데미지/회피율UP<br><span class=""text-blue"">◆회피시 추가 효과：적에게 광속성 데미지<span></span></span></div>"
ラストウィッシュ,라스트 위시
"<div class=""prt-text-small"">敵に光属性ダメージ/光属性キャラ全体を特殊強化(攻防UP)/HP吸収効果付与</div>","<div class=""prt-text-small"">적에게 광속성 데미지/광속성 전체를 특수강화(공방UP)/HP흡수효과 부여</div>"
調停の涙,조정의 눈물
"<div class=""prt-text-small"">味方から回復や強化アビリティを受けるとラストウィッシュの使用可能ターンと再使用間隔が*ターン短縮</div>","<div class=""prt-text-small"">아군으로부터 회복 및 강화 어빌리티를 받으면 라스트 위시 사용 가능 턴과 재사용 간격이 *턴 단축</div>"
星晶の鼓動,성정의 고동
経過ターンに応じて自分のクリティカル確率と回避率UP,경과 턴에 따라 자신의 치명타 확률과 회피율UP

"!조이(SSR,특전)"
[大いなる調停者]
ゾーイ

星と空に渦巻く世界を護るという想いが集い、調停を司る少女は誕生した。少女は数多の龍と共に蒼き剣を振い、均衡を脅かす敵を世界から滅却する。

調停を司る者
世界の味方

ガンマ・レイ＋
光属性ダメージ(特大)/スピンスラッシュによる敵対心UPを消去

スピンスラッシュ＋
"敵に*倍光属性ダメージ/自分の敵対心UP(累積)<span class=""text-blue"">◆奥義ゲージを**％消費</span>"
プリズムヘイロー＋
自分に幻影効果(*回)
サンダー
敵全体に光属性ダメージ/ランダムで弱体効果
バイセクション
フィールドに空間断裂効果

調停の使徒
バトルメンバーの属性の数に応じて自分のステータスUP

攻撃のターゲットになりやすい状態(累積/回復不可)
次に受ける単体攻撃を無効化する状態(全体攻撃で効果消滅)
攻撃力が減少した状態(累積)
防御力が減少した状態(累積)
弱体耐性が減少した状態(累積)
時間経過で連続攻撃確率が変化する状態


!줄리엣(SSR)
[聖王女]
ジュリエット

サルヴァツィオーネ・ルーチェ
サルヴァツィオーネ・ルーチェ＋
"光属性ダメージ(特大)　<span class=""text-blue"">◆英霊を*消費して追加ダメージ</span>"
フルミネ・ビアンコ
フルミネ・ビアンコ＋
"<div class=""prt-text-small"">味方全体に光属性攻撃UP/闇属性ダメージカット(**%)<span class=""text-blue"">◆英霊効果の時敵の光属性防御DOWN</span></div>"
ヴァンジェーロ
ヴァンジェーロ＋
"<div class=""prt-text-small"">味方単体に防御UP/活性効果<span class=""text-blue"">◆英霊効果の時バリア効果追加</span></div>"
シエロ・デラ・グラツィア
"英霊を回復する<br><span class=""text-blue"">◆奥義ゲージを**％消費</span>"
ヴェローナの守護精霊
"<div class=""prt-text-small"">*ターン毎に英霊効果付与/ただし英霊効果がないとき攻撃力大幅DOWN　<span class=""text-blue"">◆英霊は通常攻撃・アビリティ使用で*消費</span></div>"
英霊の加護
英霊効果時攻防UP


"!코난(SSR,명탐정코난콜라보)"
[小さな名探偵]
江戸川コナン

キック力増強シューズ
キック力増強シューズ＋
光属性ダメージ(特大) /奥義ゲージUP(**%)
眠りの小五郎
眠りの小五郎＋
小五郎を眠らせ、*ターンの間推理を行う
犯人追跡メガネ
犯人追跡メガネ＋
敵に追跡を付与/味方全体の弱体成功率UP
オーバーヘッドキック
敵に光属性ダメージ/ごく稀に気絶効果
ひらめき
自分が即座に奥義発動可能
真実はいつもひとつ
追跡状態の敵に対して奥義ダメージUP/与ダメージ上昇
見た目は子供、頭脳は大人
防御力が低いが敵のターゲットにされにくい/奥義ゲージ上昇量UP


!쿠비라(SSR)
[北北西の守護神]
クビラ

金牙神然
金牙神然＋
光属性ダメージ(特大)/自分のHP回復/臥猪の矛を得る
迅雷風烈
迅雷風烈＋
敵全体に光属性ダメージ/光属性防御DOWN/自分に大烈風効果
猪突猛進
猪突猛進＋
"<div class=""prt-text-small"">敵に光属性ダメージ/味方全体の連続攻撃確率UP/通常攻撃の与ダメージUP効果<span class=""text-blue"">　◆使用回数に応じて強化効果の性能UP(最大*回)</span></div>"
英華発外
"<div class=""prt-text-small"">自分にカウンター効果(被ダメージ/*回)/敵対心UP/被ダメージの回数に応じて奥義ゲージUP(*%/最大**%)</div>"
猪突・上宝沁金ノ撃槍
奥義ゲージが溜まりにくいが通常攻撃の与ダメージが高い/最大HPUP
亥神宮の主
"<div class=""prt-text-small"">通常攻撃とカウンター回数に応じて「臥猪の矛」を得る(*段階)　<span class=""text-blue"">◆*段階変化したターン終了時に猪突猛進が発動し「臥猪の矛」をリセット</span></div>"


"!클라리스(SSR,광속통상)"
[終滅の錬金術師],[종멸의 연금술사]
クラリス,클라리스
それは決意の表れの証,그것은 결의를 나타내는 증거
新たな誓いと、これから,새로운 맹세와 앞으로의 일

ジャガーノート・スフィア,저거노트・스피어
光属性ダメージ(特大)/存在崩壊を*回復,화속성 데미지(특대)/존재붕괴를 *회복
ディスラプト・パワー,디스럽트・파워
"<div class=""prt-text-small"">自分の奥義ダメージUP/奥義ダメージ上限UP/防御DOWN/敵対心UP　<span class=""text-blue"">◆存在崩壊を*消費</span></div>","<div class=""prt-text-small"">자신의 오의데미지UP/오의데미지상한UP/방어DOWN/적대심UP　<span class=""text-blue"">◆존재붕괴를 *소비</span></div>"
フォトリシス,포트리시스
"<div class=""prt-text-small"">敵の光属性防御DOWN　<span class=""text-blue"">◆存在崩壊を*消費して闇属性攻撃DOWN効果追加</span></div>","<div class=""prt-text-small"">적의 광속성방어DOWN　<span class=""text-blue"">◆존재붕괴를 *소비하여 암속성공격DOWN효과 추가</span></div>"
アトミック・レゾリューション,아토믹・레졸루션
"<div class=""prt-text-small"">敵の現HPに応じた無属性ダメージ/強化効果を*つ無効化　<span class=""text-blue"">◆存在崩壊を*消費して味方全体の与ダメージ上昇効果追加</span></div>","<div class=""prt-text-small"">적의 현재HP에 따른 무속성데미지/강화효과를 *개 무효화　<span class=""text-blue"">◆존재붕괴를 *소비하여 아군전체의 부여데미지 상승효과추가</span></div>"
クラリスちゃん絶好調っ☆,클라리스쨩 절호조☆
"防御力が低いが存在崩壊が付与されている場合攻撃力UP 　<span class=""text-blue"">◆存在崩壊はバトル開始時*の状態(最大*)<span></span></span>","방어력이 낮으나 존재붕괴가 부여되어있는경우 공격력UP 　<span class=""text-blue"">◆존재붕괴는 배틀시작시 *의상태(최대*)<span></span></span>"


"!페리(SSR,광속통상)"
[幽獣の主]
フェリ

エーテライト・オンスロート
エーテライト・オンスロート＋
光属性ダメージ(特大)
フェアギフテン
フェアギフテン＋
敵全体に光属性ダメージ
グラオザーム
グラオザーム＋
"<div class=""prt-text-small"">味方全体の奥義ダメージUP/ダメージ上限UP/防御DOWN</div>"
ヒン・リヒテン
"<div class=""prt-text-small"">味方全体のトリプルアタック確率UP/光属性追撃効果/ショート効果<span class=""text-blue"">◆味方全体の奥義ゲージを***%消費</span></div>"
調教してやる
味方全体のクリティカル確率UP


"!페코린느(SSR,프커콜라보)"
[お腹ペコペコ],[배가 꼬륵꼬륵]
ペコリーヌ,페코린느

プリンセスストライク,프린세스 스트라이크
プリンセスストライク＋,프린세스 스트라이크+
光属性ダメージ(特大)/自分にブロック効果,광속성 데미지(특대) / 자신에게 블록 효과
フォールスラッシュ,폴 슬래시
フォールスラッシュ＋,폴 슬래시+
敵に光属性ダメージ/自分のHP回復,적에게 광속성 데미지 / 자신의 HP 회복
ロイヤルカバー,로열 커버
ロイヤルカバー＋,로열 커버+
自分にかばう効果(全体)/防御UP,자신에게 감싸기 효과(전체) / 방어 UP
プリンセスフォース,프린세스 포스
自分に高揚効果/闇属性ダメージ軽減,자신에게 고양 효과 / 암속성 데미지 경감
ランチタイム,런치타임
*ターン毎に自分のHP回復,*턴마다 자신의 HP 회복
やばいですね☆,장난 아니네요☆
敵のターゲットにされやすいが最大HPUP,적에게 노려지기 쉽지만 최대 HP UP


"!프리큐어(SSR,콜라보)"
[光の使者]
プリキュア キュアブラック＆キュアホワイト

プリキュア・マーブルスクリュー
プリキュア・マーブルスクリュー＋
"光属性ダメージ(特大)/奥義ゲージUP(**%)<span class=""text-blue"">◆ミラクルライトの光を全て消費</span>"
ブラックオーバーラッシュ
ブラックオーバーラッシュ＋
ターゲットに関わらず*回光属性ダメージ
ホワイトカウンター
ホワイトカウンター＋
"<div class=""prt-text-small"">敵の全ての攻撃を回避/かばう効果/攻撃行動をしない<span class=""text-blue""> ◆回避時追加効果：敵に*回光属性ダメージ</span></div>"
絶対にあきらめない！
自分に高揚効果/ガッツ効果
絆の力
自分のHPを回復/攻防UP
ふたりはプリキュア！
ふたり一緒に行動し必ず連続攻撃
ミラクルライトの光
"みんなでプリキュアを応援するメポ！　<span class=""text-blue"">◆味方から回復や強化アビリティを受けると奥義性能UP(最大Lv*)</span>"


"!하레제나(SSR,할로윈)"
[壊天祭]
ハレゼナ

ベリベリ・マッド・ナイ
ベリベリ・マッド・ナイ＋
"<span class=""prt-text-small"">光属性ダメージ(特大)/サイッコーにノってきたぜッ！<span class=""text-blue"">　◆ベリナイLvに応じて追加ダメージ(最大*)</span></span>"
くり抜いてやるぜぇ！！
くり抜いてやるぜぇ！！＋
敵に*回光属性ダメージ/攻防DOWN(累積)/ベリナイLvが*上昇
ネバーフロリック
ネバーフロリック＋
"<div class=""prt-text-small"">自分にカウンター効果(回避/*回)/光属性追撃効果<br><span class=""text-blue"">◆奥義ゲージを**％消費</span></div>"
パーリーナイトメア
"<div class=""prt-text-small"">敵全体の攻撃UP/連続攻撃確率UP/光属性キャラが必ずトリプルアタック/与ダメージ上昇(最大******)　<span class=""text-blue"">◆ベリナイLvが*以上で使用可能</span></div>"
朝までハッピィ～！
"<div class=""prt-text-small"">必ずトリプルアタックするが奥義ゲージが溜まりにくい/ベリナイLvに応じて攻撃UP/防御DOWN<br><span class=""text-blue"">◆ベリナイLvは毎ターン*上昇(最大*)</span></div>"
はしゃぎ過ぎ注意！
被ダメージ時にベリナイLvが*減少し、次のターン敵対心DOWN


"!하루트&마루트(SSR,수영복)"
[ツインズ・オン・ザ・ビーチ],[트윈즈 온 더 비치]
ハールート・マールート,하루트&마루트

エターナル・ペイン,이터널 페인
エターナル・ペイン＋,이터널 페인+
"<span class=""prt-text-small"">光属性ダメージ(特大)/自分に極光の刻印を付与<span class=""text-blue""><br>◆リミッター解放時：味方全体にバリア効果</span></span>","<span class=""prt-text-small""> 빛속성 데미지(특대)/자신에게 극광의 각인을 부여 <span class=""text-blue""><br>◆리미터 해방시: 아군 전체에 베리어 효과 </span></span>"
エテルノ,에테르노
エテルノ＋,에테르노+
"<div class=""prt-text-small"">敵の現HPに応じた無属性ダメージ/自分の極光の刻印の数に応じて味方全体のHPを回復<br><span class=""text-blue"">◆リミッター解放時：*回発動</span></div>","<div class=""prt-text-small""> 적의 현 HP에 따른 무속성 데미지 / 자신의 극광의 각인수에 따라 아군 전체의 HP를 회복<br> <span class=""text-blue"">◆리미터 해방시 : *회 발동 </div>"
ペルペトゥオ,베르베투오
ペルペトゥオ＋,베르베투오+
"<div class=""prt-text-small"">味方全体に極光の刻印を付与/光属性攻撃UP/闇属性ダメージ軽減<br><span class=""text-blue"">◆リミッター解放時：光属性追撃効果</span></div>","<div class=""prt-text-small""> 아군 전체에 극광각인 부여/광속성 공격UP/어둠속성 데미지 경감<br> <span class=""text-blue"">◆리미터 해방시: 광속성 추격효과 </span> </div>"
ヘミネス,헤미네스
"<div class=""prt-text-small"">リミッターを解放し自身のステータス大幅UP<span class=""text-blue""><br>◆*回被ダメージで解除</span></div>","<div class=""prt-text-small""> 리미터를 해방시켜 자신의 스테이터스 대폭 UP <span class=""text-blue""> <br>◆*회 피격시 해제 </span> </div>"
空の郵便屋さん,하늘의 집배원 씨
"<div class=""prt-text-small"">必ず連続攻撃/リミッター解放中はアビリティ・奥義に追加効果</div>","<div class=""prt-text-small""> 반드시 연속공격/리미터해방중에는 Avility · 오의에 추가효과 </div>"
双子のアバンチュール,쌍둥이의 아방튀르
"<div class=""prt-text-small"">光属性キャラがそれぞれの極光の刻印の数に応じて与ダメージ上昇<br><span class=""text-blue"">◆自分がサブメンバーにいる場合でも発動</span></div>","<div class=""prt-text-small""> 빛속성 캐릭터가 각각의 극광각인 수에 따라 가하는 데미지 상승 <br> <span class=""text-blue"">◆ 자신이 서브멤버에 있는 경우에도 발동 </span> </div>"


"!헤르에스(SSR,수영복)"
[浜辺に咲く姫君]
ヘルエス

エーダルシージ
エーダルシージ＋
光属性ダメージ(特大)/魅了効果/味方全体の奥義ゲージUP(**%)
キャリー・オン
キャリー・オン＋
味方全体の奥義ゲージUP(**%)/チェインバースト性能UP
グレイヴンイメージ
グレイヴンイメージ＋
自分の攻撃大幅UP(敵オーバードライブ時のみ/*回)
レコニング・ナイト
"<div class=""prt-text-small"">効果中必ずトリプルアタック/カウンター効果(回避/*回)<br><span class=""text-blue"">◆奥義ゲージを**％消費</span></div>"
赤き舞槍
オーバードライブ時の敵に対して攻撃UP


"!퓐프(SSR,십천중)"
[十天衆]
フュンフ,퓐프
全空の脅威に座する無邪気の神童は膨大な魔力を有し、遥かなる蒼天の総てを掌る。爛漫な笑顔と幼気残る振る舞いは、彼女が扱う魔法とは別に、人々の心に癒やしを与える。

怒れる天才魔法使い
彼女のマイブーム
強敵は自分自身
真夜中の出会い
修行、修行、修行！
復活、魔導の申し子

真・ビッグ・バン・アタック
光属性ダメージ(特大)/強化効果を*つ無効化/闇属性攻撃DOWN/連続攻撃確率DOWN
ビッグ・バン・アタック
ビッグ・バン・アタック＋
光属性ダメージ(特大)/強化効果を*つ無効化

サンシャイン＋＋
味方全体のHPを回復/活性効果/ストレングス効果
サンシャイン
サンシャイン＋
味方全体のHPを回復/再生効果

ブレッシングオブライト＋＋
味方全体の弱体効果をすべて回復/弱体耐性UP
ブレッシングオブライト
ブレッシングオブライト＋
味方全体の弱体効果をすべて回復
リーインカーネイション
味方単体に魔力の奔流効果
五神の慈しみ
"味方全体を復活/HP全回復/ガッツ効果　<span class=""text-blue"">◆再使用不可</span>"
魔導の申し子
弱体耐性UP(特大)
弱体耐性UP(特大)/弱体効果「アビリティ封印」無効

天性の才能
味方全体の闇属性ダメージを軽減

毎ターンHPが回復する状態。HPが回復しないときは奥義ゲージが上昇する。
自分のHPが多いほど攻撃力が大きく上昇する状態
弱体耐性が上昇した状態
効果中に戦闘不能になった場合に一度だけ復活する状態(消去不可)
効果時間: **ターン
攻撃力が上昇した状態(消去不可)
防御力が上昇した状態(消去不可)
*回攻撃の発生確率が上昇した状態(消去不可)
致死ダメージでもHP*で耐える状態(消去不可)


"!시로(SSR,광속통상)"
[天衝きし鋼の戦士],[충천하는 강철의 전사]
戦士達の屈しない心と人ならざる者のひとひらの祈りの前に奇跡の鋼の巨躯は姿を現す。輝かしい未来を想う鋼の精神は如何なる闇にも消える事はないのだ。,전사들의 굴하지 않는 마음과 사람이 아닌 자들 하나하나의 기도 앞에 기적의 강철 거구는 모습을 드러낸다. 찬란한 미래를 생각하는 강철의 정신은 그 어떤 어둠에도 사라지지 않는다.
親と子の日常,부모와 자식의 일상
温かな思い出の中に,따스한 추억속에서

ハイパーライトニングスラッシュ,하이퍼 라이트닝 슬래시
ハイパーライトニングスラッシュ＋,하이퍼 라이트닝 슬래시＋
光属性ダメージ(特大)/ハイパーギガントブレードが発動,광속성 데미지(특대) / 하이퍼 기간트 블레이드 발동
カイザー・カタストネシス,카이저・카타스토네시스
カイザー・カタストネシス＋,카이저・카타스토네시스 +
光/火/水/土/風/闇属性ダメージ(極大)/自分の攻撃大幅UP(*回),광/화/수/토/풍/암속성 피해(극대)/자신의 공격 대폭 UP(*회)
ハイパーギガントブレード,하이퍼 기간트 블레이드
ハイパーギガントブレード＋,하이퍼 기간트 블레이드＋
"敵に光属性ダメージ/防御DOWN(累積)<br><span class=""text-blue"">◆リミット・オーバーLvが*の時、ターン進行時に攻撃行動を*回行う</span>","적에게 광속성 데미미/방어 DOWN(누적)<br><span class=""text-blue"">◆리미트・오버 Lv이 *일 때、턴 진행시에 공격 행동을 *회 한다.</span>"
壊刃・斬滅,괴인・참멸
壊刃・斬滅＋,괴인・참멸＋
"敵に*回光属性ダメージ/敵の全ての攻撃を回避/敵対心UP　<span class=""text-blue"">◆回避と同時にハイパーギガントブレードをお見舞いする！</span>","적에게 *회 광속성 데미지/적의 모든 공격을 회피/적대심 UP <span class=""text-blue"">◆회피와 동시에 하이퍼 기간트 블레이드를 선보이겠어!</span>"
ギガントオーダー！,기간트 오더!
"グランゴッドカイザーに搭乗！<br><span class=""text-blue"">◆リミット・オーバーLvが*の時のみ使用可能/全アビリティ即時使用可能/再使用不可</span>","그란 갓 카이져에 탑승! <br><span class=""text-blue"">◆리밋 오버 Lv가 *일 때만 사용 가능/모든 어빌리티 즉시 사용 가능/재사용 불가</span>"
"ハイパーギガントブレード発動時、リミット・オーバーLvが上昇(最大*)/リミット・オーバーLvに応じて連続攻撃確率UP/回避率UP<br><span class=""text-blue"">◆Lv*の時攻撃性能UP/奥義性能UP</span>","하이퍼 기간트 블레이드 발동시 리미트・오버 Lv이 상승(최대*)/리미트・오버 Lv에 따라 연속 공격 확률 UP/회피율 UP <br><text-blue"">◆Lv*일 때 공격 성능 UP/오의성능 UP</span>"
極鋼巨帝グランゴッドカイザー,극강거제 그란 갓 카이저
グランゴッドカイザー搭乗時、一部の強化効果を解除するがステータス大幅UP/*ターン経過で起動停止/自分以外のバトルメンバーは戦闘に参加できない,"그란 갓 카이저 탑승 시, 일부 강화효과를 해제하지만 스테이터스 대폭 UP/*턴 경과로 기동정지/자신 이외의 배틀멤버는 전투에 참가할 수 없음"
Lvに応じて連続攻撃確率と回避率が上昇した状態(消去不可/Lv*の時攻撃性能UP/奥義性能UP),Lv에 따라 연속 공격 확률과 회피율이 상승한 상태(소거 불가/Lv*일 때 공격 성능 UP/오의 성능 UP)
ターン進行時に攻撃行動を*回行う状態,턴 진행 시 공격 행동을 *회 하는 상태
回避に成功するとハイパーギガントブレードを発動する状態(消去不可),회피에 성공하면 하이퍼 기간트 블레이드가 발동되는 상태(소거 불가)
通常攻撃時に光属性の追加ダメージが発生する状態,일반 공격 시 광속성 추가 데미지가 발생하는 상태





!벨리톨(R)
[ラクリマカーマイン]
止まらぬ落涙の因果を追ってヴェリトールは彷徨う。捩れた糸は前世を辿り、忘却の彼方に置き去りにされた女性の涙を絡め取る。それを見た右目の落涙は止まるか、否か。
落涙の騎士
紅涙奇譚

ロサ・サルヴァ
ロサ・サルヴァ＋
エンチャント・フルーレ
エンチャント・フルーレ＋
"自分に弱点属性追撃効果<span class=""text-blue"">◆奥義ゲージを**％消費</span>"
エンチャント・フルーレII
"自分に弱点属性追撃効果　<span class=""text-blue"">◆被ダメージで解除</span>"
儚き一閃
