0,SceneCode,Type,Name,Origin,Korean
English,scene_cp3_q4_s20、342,detail,루리아,I think the imperials have stopped chasing us.,이제 제국 사람들은、 <br>따라오지 않는 거 같아요……
English,scene_cp3_q4_s20、342,detail,비,Looks that way. But with their plan、 they've got us beat、 so...,거야 그렇겠지……<br>이제 놓아줘도、 <br>이 섬에 있는 녀석은 모두……
English,scene_cp3_q4_s20、342,detail,카타리나,That's enough、 Vyrn. It's far too soon for us to give up.,비 군、 그 이상은 말하지 마라.<br>아직 우리들은、 <br>포기할 수는 없으니까……
English,scene_cp3_q4_s20、342,detail,카타리나,There must be something we can do. I'm sure of it...,반드시 무언가、 방법이 있을 거다……<br>무언가、 반드시……
English,scene_cp3_q4_s20、342,detail,루리아,Tiamat...<br>The guardian of Port Breeze and the primal beast of wind...,티아마트……<br><span class='scene-font-place'>포트 브리즈</span>의 수호신이자、 <br>바람의……대 성정수.
English,scene_cp3_q4_s20、342,detail,비,I guess now's not the time to fret. We have to keep going!,지금은 고민하고 있을 때가 아닌……가.<br>어서 앞으로 나아가자고!
English,scene_cp3_q4_s30、343,synopsis,,Lyria believes she may be able to control the primal beast Tiamat、 which gives everyone a final ray of hope.,폭풍의 원인이 성정수이니、 자신이 무언가 할 수 있을지도 모른다고 말하는 루리아. 루리아의 결의 덕에 한줄기 희망이 비춘다.
English,scene_cp3_q4_s30、343,detail,카타리나,Whew... Everyone's made it back to town.,후우……<br>이걸로 주민은 모두、 마을로 돌아간 것 같군.
English,scene_cp3_q4_s30、343,detail,카타리나,But we're not in the clear yet...,하지만、 <br>곤란하게 됐군……
English,scene_cp3_q4_s30、343,detail,라캄,It's all my fault. If I hadn't hesitated when we were boarding...,나 때문이야……<br>내가 그때……<br>탈출용 비공정에 타는 것을、 주저하지 않았더라면……
English,scene_cp3_q4_s30、343,detail,라캄,We'd be on our way to safety in another archipelago by now.,그랬으면 지금쯤、 <br>모두、 <br>근처의 군도에라도 피난 할 수 있었을 텐데……
English,scene_cp3_q4_s30、343,detail,비,Cut it out、 Rackam! Saying that stuff now won't help anyone.,그만 둬、 라캄! <br>이제 와서 그런 말 해 봐야、 어쩔 수 없잖아!
English,scene_cp3_q4_s30、343,detail,라캄,Everyone trusted me with their lives... and I let them down.,모두、 내게 목숨을 맡길 각오를<br>해 줬는데도……<br>내가 그녀석들의 각오를 엉망으로……
English,scene_cp3_q4_s30、343,detail,라캄,Dang it! Is this really the end? Is there nothing else we can do?,젠장! <br>이걸로 정말 끝장인 건가! ?<br>뭔가 방법은 없는 건가! ?
English,scene_cp3_q4_s30、343,detail,카타리나,What hope do we have against a primal beast as powerful as a god?,수호신이라고까지 칭송 받는 성정수를 상대로、 <br>우리가 대체、 뭘 할 수 있을까……
English,scene_cp3_q4_s30、343,detail,루리아,There's still hope. There's something we can do.,할 수 있어요……아직 희망이 있어요.
English,scene_cp3_q4_s30、343,detail,카타리나,Lyria?,루리아……?
English,scene_cp3_q4_s30、343,detail,루리아,I mean、 I'm here after all... Right、 Katalina?,아직 제가 있어요……<br>그쵸、 카타리나? 그렇죠?
English,scene_cp3_q4_s30、343,detail,카타리나,That's right! But there's no telling what might happen...,그런가……! <br>……아、 아니、 하지만、 <br>그 힘에는 얼마만큼의 영향을 미칠지……
English,scene_cp3_q4_s30、343,detail,라캄,What are you talking about?,어이、 무슨 말이야……?
English,scene_cp3_q4_s30、343,detail,루리아,There's a reason I was a prisoner of the empire.,제가……<br>계속 제국에 잡혀 있었던 이유에요.
English,scene_cp3_q4_s30、343,detail,루리아,I have the power to command primal beasts.,저는……성정수를 조종할 수 있어요.
English,scene_cp3_q4_s30、343,detail,비,Wait a sec! I thought primal beasts could only be controlled by their creators、 the Astrals!,자、 잠깐만! <br>성정수는 자기들의 창조주인<br><span class='scene-font-spword'>별의 민족</span>의 말만 따르는 거 아니었어?
English,scene_cp3_q4_s30、343,detail,라캄,Yeah. And the Astrals disappeared after the War centuries ago、 leaving no descendants.,그래……거기에、 <span class='scene-font-spword'>별의 민족</span>은 이미、 <br>수백 년 전 패공전쟁이 끝난 후 모두 모습을 감췄고<br>자손은 없다고 들었다고?
English,scene_cp3_q4_s30、343,detail,카타리나,Lyria's not one of their descendants. Or at least... I don't think she is.,루리아는、 <span class='scene-font-spword'>별의 민족</span>의 자손은 아니다.<br>……아마도.
English,scene_cp3_q4_s30、343,detail,카타리나,How and why her power works、 I can't say. But she has power. That much is certain.,이유도 원인도 모른다……<br>하지만、 루리아에겐 확실히、 <br>그런 힘이 있다.
English,scene_cp3_q4_s30、343,detail,비,Whoa! [플레이어]、 could she be why that primal beast showed up back on Zinkenstill?,아!  어이、 [플레이어]! <br><span class='scene-font-place'>장크틴젤</span>에서 나타났던 성정수도、 <br>혹시……
English,scene_cp3_q4_s30、343,detail,카타리나,Entirely possible... But many mysteries remain. The empire couldn't reach any conclusions about it either.,그럴 가능성도 있다……<br>하지만、 이건 아직 알 수 없는 부분이 많은 힘이다. <br>결국、 제국도 아무것도 해명할 수 없었다.
English,scene_cp3_q4_s30、343,detail,카타리나,And there's no telling what might happen if Lyria were to overuse it...,그런 힘을 많이 사용하면、 <br>루리아에게 어떤 영향이 있을지……
English,scene_cp3_q4_s30、343,detail,루리아,I'll be fine. [플레이어] is with me... and so are all of you.,나는 괜찮아.<br>하지만、 모두가……<br>[플레이어]가 곁에 있어준다면……
English,scene_cp3_q4_s30、343,detail,루리아,Let's go、 Rackam. We've got to stop Tiamat、 the primal beast of wind!,가요、 라캄씨.<br>바람의 대성정수……<br>티아마트를 멈추기 위해서……! !
English,scene_cp3_q4_s30、343,detail,,Lyria's determination is like a shining ray of hope.,<span class='scene-font-katari'>루리아의 결의로、 </span><br><span class='scene-font-katari'>한줄기 희망의 빛이 비춘다.</span>
English,scene_cp3_q4_s30、343,detail,,Inspired by that hope、 they set out to find Tiamat.,<span class='scene-font-katari'>그 빛에 의지하여、 </span><br><span class='scene-font-katari'>[플레이어] 일행은、 </span><br><span class='scene-font-katari'>티아마트가 있는 곳으로 향한다.</span>
