jp,kr
926995,MIAMI DADE COUNTY
148837,MIAMI DADE COUNTY
322168,MIAMI DADE COUNTY
701950,MIAMI DADE COUNTY
931153,MIAMI DADE COUNTY
843218,MIAMI DADE COUNTY
554254,MIAMI DADE COUNTY
527068,MIAMI DADE COUNTY
869088,MIAMI DADE COUNTY
598289,MIAMI DADE COUNTY
537451,MIAMI DADE COUNTY
870827,MIAMI DADE COUNTY
339775,MIAMI DADE COUNTY
241179,MIAMI DADE COUNTY
214968,MIAMI DADE COUNTY
316210,MIAMI DADE COUNTY
491408,MIAMI DADE COUNTY
821713,MIAMI DADE COUNTY
563603,MIAMI DADE COUNTY
210832,MIAMI DADE COUNTY
213914,MIAMI DADE COUNTY
892493,MIAMI DADE COUNTY
963352,MIAMI DADE COUNTY
818467,MIAMI DADE COUNTY
950388,MIAMI DADE COUNTY
713557,MIAMI DADE COUNTY
180435,MIAMI DADE COUNTY
201377,MIAMI DADE COUNTY
258386,MIAMI DADE COUNTY
465822,MIAMI DADE COUNTY
242068,MIAMI DADE COUNTY
877974,MIAMI DADE COUNTY
730076,MIAMI DADE COUNTY
490215,MIAMI DADE COUNTY
895633,MIAMI DADE COUNTY
897317,MIAMI DADE COUNTY
838553,MIAMI DADE COUNTY
202063,MIAMI DADE COUNTY
880493,MIAMI DADE COUNTY
228668,MIAMI DADE COUNTY
651310,MIAMI DADE COUNTY
356680,MIAMI DADE COUNTY
512949,MIAMI DADE COUNTY
673824,MIAMI DADE COUNTY
260638,MIAMI DADE COUNTY
433113,MIAMI DADE COUNTY
809935,MIAMI DADE COUNTY
289826,MIAMI DADE COUNTY
360895,MIAMI DADE COUNTY
773983,MIAMI DADE COUNTY
191860,MIAMI DADE COUNTY
596475,MIAMI DADE COUNTY
676100,MIAMI DADE COUNTY
127558,MIAMI DADE COUNTY
999253,MIAMI DADE COUNTY
759291,MIAMI DADE COUNTY
553009,MIAMI DADE COUNTY
921880,MIAMI DADE COUNTY
500450,MIAMI DADE COUNTY
179308,MIAMI DADE COUNTY
646394,MIAMI DADE COUNTY
424564,MIAMI DADE COUNTY
385446,MIAMI DADE COUNTY
206087,MIAMI DADE COUNTY
772688,MIAMI DADE COUNTY
733628,MIAMI DADE COUNTY
974348,MIAMI DADE COUNTY
515070,MIAMI DADE COUNTY
463903,MIAMI DADE COUNTY
292517,MIAMI DADE COUNTY
193565,MIAMI DADE COUNTY
240876,MIAMI DADE COUNTY
509052,MIAMI DADE COUNTY
982869,MIAMI DADE COUNTY
346040,MIAMI DADE COUNTY
679924,MIAMI DADE COUNTY
702805,MIAMI DADE COUNTY
471187,MIAMI DADE COUNTY
801262,MIAMI DADE COUNTY
881948,MIAMI DADE COUNTY
574494,MIAMI DADE COUNTY
864047,MIAMI DADE COUNTY
337276,MIAMI DADE COUNTY
652539,MIAMI DADE COUNTY
248401,MIAMI DADE COUNTY
248449,MIAMI DADE COUNTY
641822,MIAMI DADE COUNTY
301450,MIAMI DADE COUNTY
505711,MIAMI DADE COUNTY
252244,MIAMI DADE COUNTY
822636,MIAMI DADE COUNTY
639413,MIAMI DADE COUNTY
608859,MIAMI DADE COUNTY
287080,MIAMI DADE COUNTY
795257,MIAMI DADE COUNTY
895505,MIAMI DADE COUNTY
227889,MIAMI DADE COUNTY
827038,MIAMI DADE COUNTY
873020,MIAMI DADE COUNTY
743131,MIAMI DADE COUNTY
959225,MIAMI DADE COUNTY
647412,MIAMI DADE COUNTY
351720,MIAMI DADE COUNTY
986376,MIAMI DADE COUNTY
376513,MIAMI DADE COUNTY
637897,MIAMI DADE COUNTY
753602,MIAMI DADE COUNTY
204637,MIAMI DADE COUNTY
624525,MIAMI DADE COUNTY
362887,MIAMI DADE COUNTY
534545,MIAMI DADE COUNTY
856304,MIAMI DADE COUNTY
715305,MIAMI DADE COUNTY
130949,MIAMI DADE COUNTY
735529,MIAMI DADE COUNTY
135208,MIAMI DADE COUNTY
596168,MIAMI DADE COUNTY
964660,MIAMI DADE COUNTY
247140,MIAMI DADE COUNTY
131875,MIAMI DADE COUNTY
401629,MIAMI DADE COUNTY
741660,MIAMI DADE COUNTY
440303,MIAMI DADE COUNTY
104096,MIAMI DADE COUNTY
692659,MIAMI DADE COUNTY
843139,MIAMI DADE COUNTY
917407,MIAMI DADE COUNTY
148764,MIAMI DADE COUNTY
397064,MIAMI DADE COUNTY
206191,MIAMI DADE COUNTY
190269,MIAMI DADE COUNTY
442624,MIAMI DADE COUNTY
919678,MIAMI DADE COUNTY
492843,MIAMI DADE COUNTY
864023,MIAMI DADE COUNTY
764616,MIAMI DADE COUNTY
644707,MIAMI DADE COUNTY
182169,MIAMI DADE COUNTY
445353,MIAMI DADE COUNTY
533901,MIAMI DADE COUNTY
280667,MIAMI DADE COUNTY
608278,MIAMI DADE COUNTY
212313,MIAMI DADE COUNTY
560812,MIAMI DADE COUNTY
319524,MIAMI DADE COUNTY
377728,MIAMI DADE COUNTY
433421,MIAMI DADE COUNTY
380926,MIAMI DADE COUNTY
745909,MIAMI DADE COUNTY
281564,MIAMI DADE COUNTY
509440,MIAMI DADE COUNTY
711783,MIAMI DADE COUNTY
107631,MIAMI DADE COUNTY
654226,MIAMI DADE COUNTY
391725,MIAMI DADE COUNTY
654079,MIAMI DADE COUNTY
244261,MIAMI DADE COUNTY
478965,MIAMI DADE COUNTY
597526,MIAMI DADE COUNTY
469153,MIAMI DADE COUNTY
442695,MIAMI DADE COUNTY
340053,MIAMI DADE COUNTY
918871,MIAMI DADE COUNTY
150027,MIAMI DADE COUNTY
955740,MIAMI DADE COUNTY
485705,MIAMI DADE COUNTY
630369,MIAMI DADE COUNTY
984498,MIAMI DADE COUNTY
646245,MIAMI DADE COUNTY
684319,MIAMI DADE COUNTY
100759,MIAMI DADE COUNTY
133116,MIAMI DADE COUNTY
854461,MIAMI DADE COUNTY
944777,MIAMI DADE COUNTY
117747,MIAMI DADE COUNTY
346535,MIAMI DADE COUNTY
654106,MIAMI DADE COUNTY
752202,MIAMI DADE COUNTY
883588,MIAMI DADE COUNTY
323253,MIAMI DADE COUNTY
127298,MIAMI DADE COUNTY
791803,MIAMI DADE COUNTY
567238,MIAMI DADE COUNTY
680119,MIAMI DADE COUNTY
590575,MIAMI DADE COUNTY
581093,MIAMI DADE COUNTY
620367,MIAMI DADE COUNTY
658528,MIAMI DADE COUNTY
352327,MIAMI DADE COUNTY
368636,MIAMI DADE COUNTY
626746,MIAMI DADE COUNTY
943979,MIAMI DADE COUNTY
957289,MIAMI DADE COUNTY
424838,MIAMI DADE COUNTY
782384,MIAMI DADE COUNTY
479742,MIAMI DADE COUNTY
846191,MIAMI DADE COUNTY
920397,MIAMI DADE COUNTY
267022,MIAMI DADE COUNTY
968556,MIAMI DADE COUNTY
368303,MIAMI DADE COUNTY
618472,MIAMI DADE COUNTY
540214,MIAMI DADE COUNTY
560761,MIAMI DADE COUNTY
482490,MIAMI DADE COUNTY
111431,MIAMI DADE COUNTY
214664,MIAMI DADE COUNTY
295528,MIAMI DADE COUNTY
298541,MIAMI DADE COUNTY
611864,MIAMI DADE COUNTY
834962,MIAMI DADE COUNTY
948254,MIAMI DADE COUNTY
300468,MIAMI DADE COUNTY
254174,MIAMI DADE COUNTY
796315,MIAMI DADE COUNTY
129227,MIAMI DADE COUNTY
994436,MIAMI DADE COUNTY
266205,MIAMI DADE COUNTY
296009,MIAMI DADE COUNTY
211779,MIAMI DADE COUNTY
657279,MIAMI DADE COUNTY
681235,MIAMI DADE COUNTY
831617,MIAMI DADE COUNTY
978299,MIAMI DADE COUNTY
627615,MIAMI DADE COUNTY
658183,MIAMI DADE COUNTY
892934,MIAMI DADE COUNTY
382685,MIAMI DADE COUNTY
758820,MIAMI DADE COUNTY
194549,MIAMI DADE COUNTY
355277,MIAMI DADE COUNTY
151910,MIAMI DADE COUNTY
334120,MIAMI DADE COUNTY
316661,MIAMI DADE COUNTY
101611,MIAMI DADE COUNTY
872840,MIAMI DADE COUNTY
638453,MIAMI DADE COUNTY
460646,MIAMI DADE COUNTY
413754,MIAMI DADE COUNTY
409453,MIAMI DADE COUNTY
321606,MIAMI DADE COUNTY
640658,MIAMI DADE COUNTY
338576,MIAMI DADE COUNTY
715060,MIAMI DADE COUNTY
450516,MIAMI DADE COUNTY
841825,MIAMI DADE COUNTY
818948,MIAMI DADE COUNTY
106568,MIAMI DADE COUNTY
852706,MIAMI DADE COUNTY
208503,MIAMI DADE COUNTY
855892,MIAMI DADE COUNTY
678450,MIAMI DADE COUNTY
973206,MIAMI DADE COUNTY
160027,MIAMI DADE COUNTY
407326,MIAMI DADE COUNTY
431695,MIAMI DADE COUNTY
305190,MIAMI DADE COUNTY
645338,MIAMI DADE COUNTY
508457,MIAMI DADE COUNTY
560939,MIAMI DADE COUNTY
235825,MIAMI DADE COUNTY
537335,MIAMI DADE COUNTY
777800,MIAMI DADE COUNTY
650259,MIAMI DADE COUNTY
286349,MIAMI DADE COUNTY
977361,MIAMI DADE COUNTY
903751,MIAMI DADE COUNTY
103907,MIAMI DADE COUNTY
289751,MIAMI DADE COUNTY
295566,MIAMI DADE COUNTY
680934,MIAMI DADE COUNTY
474093,MIAMI DADE COUNTY
152582,MIAMI DADE COUNTY
943965,MIAMI DADE COUNTY
435662,MIAMI DADE COUNTY
218227,MIAMI DADE COUNTY
873064,MIAMI DADE COUNTY
853474,MIAMI DADE COUNTY
824363,MIAMI DADE COUNTY
459738,MIAMI DADE COUNTY
154086,MIAMI DADE COUNTY
380415,MIAMI DADE COUNTY
539319,MIAMI DADE COUNTY
800343,MIAMI DADE COUNTY
959988,MIAMI DADE COUNTY
416129,MIAMI DADE COUNTY
433129,MIAMI DADE COUNTY
309431,MIAMI DADE COUNTY
344452,MIAMI DADE COUNTY
698234,MIAMI DADE COUNTY
942079,MIAMI DADE COUNTY
899091,MIAMI DADE COUNTY
482967,MIAMI DADE COUNTY
688511,MIAMI DADE COUNTY
750660,MIAMI DADE COUNTY
134084,MIAMI DADE COUNTY
177463,MIAMI DADE COUNTY
123323,MIAMI DADE COUNTY
436442,MIAMI DADE COUNTY
223292,MIAMI DADE COUNTY
573830,MIAMI DADE COUNTY
719056,MIAMI DADE COUNTY
914247,MIAMI DADE COUNTY
538527,MIAMI DADE COUNTY
485016,MIAMI DADE COUNTY
558478,MIAMI DADE COUNTY
452984,MIAMI DADE COUNTY
621221,MIAMI DADE COUNTY
998945,MIAMI DADE COUNTY
100701,MIAMI DADE COUNTY
710394,MIAMI DADE COUNTY
223251,MIAMI DADE COUNTY
127087,MIAMI DADE COUNTY
816741,MIAMI DADE COUNTY
837819,MIAMI DADE COUNTY
203891,MIAMI DADE COUNTY
521977,MIAMI DADE COUNTY
785727,MIAMI DADE COUNTY
160817,MIAMI DADE COUNTY
477604,MIAMI DADE COUNTY
211518,MIAMI DADE COUNTY
228135,MIAMI DADE COUNTY
471189,MIAMI DADE COUNTY
445824,MIAMI DADE COUNTY
625156,MIAMI DADE COUNTY
914828,MIAMI DADE COUNTY
307375,MIAMI DADE COUNTY
147236,MIAMI DADE COUNTY
555094,MIAMI DADE COUNTY
118880,MIAMI DADE COUNTY
205548,MIAMI DADE COUNTY
873926,MIAMI DADE COUNTY
272101,MIAMI DADE COUNTY
445338,MIAMI DADE COUNTY
187599,MIAMI DADE COUNTY
440735,MIAMI DADE COUNTY
354031,MIAMI DADE COUNTY
583797,MIAMI DADE COUNTY
434777,MIAMI DADE COUNTY
151118,MIAMI DADE COUNTY
940204,MIAMI DADE COUNTY
112900,MIAMI DADE COUNTY
182898,MIAMI DADE COUNTY
150492,MIAMI DADE COUNTY
688818,MIAMI DADE COUNTY
927024,MIAMI DADE COUNTY
462166,MIAMI DADE COUNTY
794632,MIAMI DADE COUNTY
221016,MIAMI DADE COUNTY
200686,MIAMI DADE COUNTY
953134,MIAMI DADE COUNTY
147687,MIAMI DADE COUNTY
617453,MIAMI DADE COUNTY
370522,MIAMI DADE COUNTY
971042,MIAMI DADE COUNTY
348308,MIAMI DADE COUNTY
474230,MIAMI DADE COUNTY
285280,MIAMI DADE COUNTY
602288,MIAMI DADE COUNTY
908214,MIAMI DADE COUNTY
899201,MIAMI DADE COUNTY
948270,MIAMI DADE COUNTY
228191,MIAMI DADE COUNTY
225485,MIAMI DADE COUNTY
604410,MIAMI DADE COUNTY
924834,MIAMI DADE COUNTY
466322,MIAMI DADE COUNTY
661793,MIAMI DADE COUNTY
239622,MIAMI DADE COUNTY
853518,MIAMI DADE COUNTY
345226,MIAMI DADE COUNTY
869303,MIAMI DADE COUNTY
898089,MIAMI DADE COUNTY
767732,MIAMI DADE COUNTY
342380,MIAMI DADE COUNTY
963814,MIAMI DADE COUNTY
439146,MIAMI DADE COUNTY
604860,MIAMI DADE COUNTY
164506,MIAMI DADE COUNTY
355076,MIAMI DADE COUNTY
329185,MIAMI DADE COUNTY
186310,MIAMI DADE COUNTY
982276,MIAMI DADE COUNTY
871678,MIAMI DADE COUNTY
107358,MIAMI DADE COUNTY
750637,MIAMI DADE COUNTY
299085,MIAMI DADE COUNTY
472131,MIAMI DADE COUNTY
755940,MIAMI DADE COUNTY
423084,MIAMI DADE COUNTY
349203,MIAMI DADE COUNTY
956136,MIAMI DADE COUNTY
844106,MIAMI DADE COUNTY
272474,MIAMI DADE COUNTY
145730,MIAMI DADE COUNTY
929961,MIAMI DADE COUNTY
851865,MIAMI DADE COUNTY
623427,MIAMI DADE COUNTY
765080,MIAMI DADE COUNTY
364035,MIAMI DADE COUNTY
761040,MIAMI DADE COUNTY
656374,MIAMI DADE COUNTY
938568,MIAMI DADE COUNTY
343060,MIAMI DADE COUNTY
715251,MIAMI DADE COUNTY
633692,MIAMI DADE COUNTY
680241,MIAMI DADE COUNTY
588262,MIAMI DADE COUNTY
272619,MIAMI DADE COUNTY
335359,MIAMI DADE COUNTY
408320,MIAMI DADE COUNTY
730743,MIAMI DADE COUNTY
511905,MIAMI DADE COUNTY
152693,MIAMI DADE COUNTY
989905,MIAMI DADE COUNTY
912734,MIAMI DADE COUNTY
173123,MIAMI DADE COUNTY
115582,MIAMI DADE COUNTY
313568,MIAMI DADE COUNTY
753182,MIAMI DADE COUNTY
806332,MIAMI DADE COUNTY
429164,MIAMI DADE COUNTY
169395,MIAMI DADE COUNTY
571236,MIAMI DADE COUNTY
414565,MIAMI DADE COUNTY
529640,MIAMI DADE COUNTY
492737,MIAMI DADE COUNTY
147893,MIAMI DADE COUNTY
926084,MIAMI DADE COUNTY
178469,MIAMI DADE COUNTY
402948,MIAMI DADE COUNTY
610803,MIAMI DADE COUNTY
349352,MIAMI DADE COUNTY
723695,MIAMI DADE COUNTY
774194,MIAMI DADE COUNTY
771673,MIAMI DADE COUNTY
182841,MIAMI DADE COUNTY
333480,MIAMI DADE COUNTY
334195,MIAMI DADE COUNTY
817776,MIAMI DADE COUNTY
961345,MIAMI DADE COUNTY
168602,MIAMI DADE COUNTY
889809,MIAMI DADE COUNTY
579556,MIAMI DADE COUNTY
710001,MIAMI DADE COUNTY
744147,MIAMI DADE COUNTY
495320,MIAMI DADE COUNTY
801145,MIAMI DADE COUNTY
319099,MIAMI DADE COUNTY
859289,MIAMI DADE COUNTY
851763,MIAMI DADE COUNTY
643681,MIAMI DADE COUNTY
414074,MIAMI DADE COUNTY
750330,MIAMI DADE COUNTY
790552,MIAMI DADE COUNTY
622791,MIAMI DADE COUNTY
480829,MIAMI DADE COUNTY
628959,MIAMI DADE COUNTY
423675,MIAMI DADE COUNTY
512161,MIAMI DADE COUNTY
120614,MIAMI DADE COUNTY
750726,MIAMI DADE COUNTY
428525,MIAMI DADE COUNTY
340030,MIAMI DADE COUNTY
149723,MIAMI DADE COUNTY
227082,MIAMI DADE COUNTY
183391,MIAMI DADE COUNTY
601289,MIAMI DADE COUNTY
200593,MIAMI DADE COUNTY
746698,MIAMI DADE COUNTY
830276,MIAMI DADE COUNTY
404303,MIAMI DADE COUNTY
848341,MIAMI DADE COUNTY
631570,MIAMI DADE COUNTY
464418,MIAMI DADE COUNTY
823195,MIAMI DADE COUNTY
987002,MIAMI DADE COUNTY
685218,MIAMI DADE COUNTY
657424,MIAMI DADE COUNTY
559977,MIAMI DADE COUNTY
817729,MIAMI DADE COUNTY
414157,MIAMI DADE COUNTY
794506,MIAMI DADE COUNTY
367985,MIAMI DADE COUNTY
544250,MIAMI DADE COUNTY
884497,MIAMI DADE COUNTY
340737,MIAMI DADE COUNTY
444910,MIAMI DADE COUNTY
840375,MIAMI DADE COUNTY
586203,MIAMI DADE COUNTY
462879,MIAMI DADE COUNTY
997986,MIAMI DADE COUNTY
299979,MIAMI DADE COUNTY
934552,MIAMI DADE COUNTY
982343,MIAMI DADE COUNTY
246271,MIAMI DADE COUNTY
282333,MIAMI DADE COUNTY
622819,MIAMI DADE COUNTY
593326,MIAMI DADE COUNTY
457921,MIAMI DADE COUNTY
105451,MIAMI DADE COUNTY
721390,MIAMI DADE COUNTY
649354,MIAMI DADE COUNTY
597576,MIAMI DADE COUNTY
715546,MIAMI DADE COUNTY
739226,MIAMI DADE COUNTY
551528,MIAMI DADE COUNTY
355524,MIAMI DADE COUNTY
163779,MIAMI DADE COUNTY
681779,MIAMI DADE COUNTY
204766,MIAMI DADE COUNTY
967695,MIAMI DADE COUNTY
369622,MIAMI DADE COUNTY
507799,MIAMI DADE COUNTY
632060,MIAMI DADE COUNTY
287491,MIAMI DADE COUNTY
976225,MIAMI DADE COUNTY
388075,MIAMI DADE COUNTY
344166,MIAMI DADE COUNTY
946826,MIAMI DADE COUNTY
458705,MIAMI DADE COUNTY
185527,MIAMI DADE COUNTY
369081,MIAMI DADE COUNTY
632799,MIAMI DADE COUNTY
891112,MIAMI DADE COUNTY
120845,MIAMI DADE COUNTY
637532,MIAMI DADE COUNTY
210114,MIAMI DADE COUNTY
521405,MIAMI DADE COUNTY
875223,MIAMI DADE COUNTY
962513,MIAMI DADE COUNTY
784989,MIAMI DADE COUNTY
766080,MIAMI DADE COUNTY
834940,MIAMI DADE COUNTY
208493,MIAMI DADE COUNTY
479956,MIAMI DADE COUNTY
709649,MIAMI DADE COUNTY
316115,MIAMI DADE COUNTY
783324,MIAMI DADE COUNTY
509108,MIAMI DADE COUNTY
142264,MIAMI DADE COUNTY
539916,MIAMI DADE COUNTY
417102,MIAMI DADE COUNTY
671580,MIAMI DADE COUNTY
638439,MIAMI DADE COUNTY
920285,MIAMI DADE COUNTY
675008,MIAMI DADE COUNTY
764407,MIAMI DADE COUNTY
368841,MIAMI DADE COUNTY
217348,MIAMI DADE COUNTY
570166,MIAMI DADE COUNTY
910493,MIAMI DADE COUNTY
611234,MIAMI DADE COUNTY
490835,MIAMI DADE COUNTY
912765,MIAMI DADE COUNTY
371959,MIAMI DADE COUNTY
793859,MIAMI DADE COUNTY
930998,MIAMI DADE COUNTY
983397,MIAMI DADE COUNTY
914359,MIAMI DADE COUNTY
318153,MIAMI DADE COUNTY
681744,MIAMI DADE COUNTY
324850,MIAMI DADE COUNTY
748395,MIAMI DADE COUNTY
493843,MIAMI DADE COUNTY
897411,MIAMI DADE COUNTY
548725,MIAMI DADE COUNTY
761247,MIAMI DADE COUNTY
130340,MIAMI DADE COUNTY
532177,MIAMI DADE COUNTY
385980,MIAMI DADE COUNTY
112336,MIAMI DADE COUNTY
783836,MIAMI DADE COUNTY
538168,MIAMI DADE COUNTY
758625,MIAMI DADE COUNTY
617500,MIAMI DADE COUNTY
820959,MIAMI DADE COUNTY
618830,MIAMI DADE COUNTY
471088,MIAMI DADE COUNTY
147987,MIAMI DADE COUNTY
637009,MIAMI DADE COUNTY
306464,MIAMI DADE COUNTY
682432,MIAMI DADE COUNTY
114272,MIAMI DADE COUNTY
391690,MIAMI DADE COUNTY
132637,MIAMI DADE COUNTY
601865,MIAMI DADE COUNTY
266935,MIAMI DADE COUNTY
392226,MIAMI DADE COUNTY
253834,MIAMI DADE COUNTY
166418,MIAMI DADE COUNTY
525765,MIAMI DADE COUNTY
811228,MIAMI DADE COUNTY
950591,MIAMI DADE COUNTY
610519,MIAMI DADE COUNTY
580936,MIAMI DADE COUNTY
429511,MIAMI DADE COUNTY
171982,MIAMI DADE COUNTY
991590,MIAMI DADE COUNTY
883465,MIAMI DADE COUNTY
766693,MIAMI DADE COUNTY
971480,MIAMI DADE COUNTY
523360,MIAMI DADE COUNTY
446893,MIAMI DADE COUNTY
932154,MIAMI DADE COUNTY
762567,MIAMI DADE COUNTY
428109,MIAMI DADE COUNTY
108980,MIAMI DADE COUNTY
698949,MIAMI DADE COUNTY
381270,MIAMI DADE COUNTY
659677,MIAMI DADE COUNTY
266521,MIAMI DADE COUNTY
619532,MIAMI DADE COUNTY
328960,MIAMI DADE COUNTY
864848,MIAMI DADE COUNTY
910110,MIAMI DADE COUNTY
108266,MIAMI DADE COUNTY
959911,MIAMI DADE COUNTY
847697,MIAMI DADE COUNTY
966523,MIAMI DADE COUNTY
800729,MIAMI DADE COUNTY
174314,MIAMI DADE COUNTY
690490,MIAMI DADE COUNTY
649653,MIAMI DADE COUNTY
694907,MIAMI DADE COUNTY
924752,MIAMI DADE COUNTY
921891,MIAMI DADE COUNTY
803178,MIAMI DADE COUNTY
535619,MIAMI DADE COUNTY
111704,MIAMI DADE COUNTY
515414,MIAMI DADE COUNTY
947391,MIAMI DADE COUNTY
627072,MIAMI DADE COUNTY
535219,MIAMI DADE COUNTY
520700,MIAMI DADE COUNTY
637853,MIAMI DADE COUNTY
861709,MIAMI DADE COUNTY
902959,MIAMI DADE COUNTY
932392,MIAMI DADE COUNTY
176055,MIAMI DADE COUNTY
607325,MIAMI DADE COUNTY
923473,MIAMI DADE COUNTY
783848,MIAMI DADE COUNTY
946836,MIAMI DADE COUNTY
318596,MIAMI DADE COUNTY
344518,MIAMI DADE COUNTY
127857,MIAMI DADE COUNTY
968116,MIAMI DADE COUNTY
215220,MIAMI DADE COUNTY
107098,MIAMI DADE COUNTY
876643,MIAMI DADE COUNTY
666173,MIAMI DADE COUNTY
685289,MIAMI DADE COUNTY
670445,MIAMI DADE COUNTY
395551,MIAMI DADE COUNTY
775427,MIAMI DADE COUNTY
294373,MIAMI DADE COUNTY
402776,MIAMI DADE COUNTY
915189,MIAMI DADE COUNTY
661400,MIAMI DADE COUNTY
398061,MIAMI DADE COUNTY
451902,MIAMI DADE COUNTY
986104,MIAMI DADE COUNTY
803579,MIAMI DADE COUNTY
803301,MIAMI DADE COUNTY
519828,MIAMI DADE COUNTY
505840,MIAMI DADE COUNTY
984710,MIAMI DADE COUNTY
235573,BROWARD COUNTY
328426,BROWARD COUNTY
350794,BROWARD COUNTY
953336,BROWARD COUNTY
286475,BROWARD COUNTY
518772,BROWARD COUNTY
692802,BROWARD COUNTY
249318,BROWARD COUNTY
548727,BROWARD COUNTY
898372,BROWARD COUNTY
223614,BROWARD COUNTY
593383,BROWARD COUNTY
334917,BROWARD COUNTY
925045,BROWARD COUNTY
320732,BROWARD COUNTY
404589,BROWARD COUNTY
434458,BROWARD COUNTY
257990,BROWARD COUNTY
552328,BROWARD COUNTY
385794,BROWARD COUNTY
477331,BROWARD COUNTY
239886,BROWARD COUNTY
722497,BROWARD COUNTY
925835,BROWARD COUNTY
894928,BROWARD COUNTY
348664,BROWARD COUNTY
872428,BROWARD COUNTY
223670,BROWARD COUNTY
262736,BROWARD COUNTY
397333,BROWARD COUNTY
587667,BROWARD COUNTY
816483,BROWARD COUNTY
764097,BROWARD COUNTY
391361,BROWARD COUNTY
232337,BROWARD COUNTY
433503,BROWARD COUNTY
364629,BROWARD COUNTY
453375,BROWARD COUNTY
226852,BROWARD COUNTY
122004,BROWARD COUNTY
765735,BROWARD COUNTY
685492,BROWARD COUNTY
705080,BROWARD COUNTY
202239,BROWARD COUNTY
152164,BROWARD COUNTY
282757,BROWARD COUNTY
822134,BROWARD COUNTY
112940,BROWARD COUNTY
117353,BROWARD COUNTY
189265,BROWARD COUNTY
292582,BROWARD COUNTY
412550,BROWARD COUNTY
874819,BROWARD COUNTY
522960,BROWARD COUNTY
607324,BROWARD COUNTY
470080,BROWARD COUNTY
608470,BROWARD COUNTY
743848,BROWARD COUNTY
284907,BROWARD COUNTY
697565,BROWARD COUNTY
640032,BROWARD COUNTY
844761,BROWARD COUNTY
964535,BROWARD COUNTY
205167,BROWARD COUNTY
839744,BROWARD COUNTY
216919,BROWARD COUNTY
866036,BROWARD COUNTY
435989,BROWARD COUNTY
129766,BROWARD COUNTY
598202,BROWARD COUNTY
479021,BROWARD COUNTY
550418,BROWARD COUNTY
168252,BROWARD COUNTY
991073,BROWARD COUNTY
780115,BROWARD COUNTY
668719,BROWARD COUNTY
603595,BROWARD COUNTY
648140,BROWARD COUNTY
748405,BROWARD COUNTY
550991,BROWARD COUNTY
407069,BROWARD COUNTY
786026,BROWARD COUNTY
699592,BROWARD COUNTY
848888,BROWARD COUNTY
146307,BROWARD COUNTY
718725,BROWARD COUNTY
736648,BROWARD COUNTY
436567,BROWARD COUNTY
102055,BROWARD COUNTY
785155,BROWARD COUNTY
295905,BROWARD COUNTY
845022,BROWARD COUNTY
482176,BROWARD COUNTY
281849,BROWARD COUNTY
127792,BROWARD COUNTY
311922,BROWARD COUNTY
142173,BROWARD COUNTY
203047,BROWARD COUNTY
573804,BROWARD COUNTY
432334,BROWARD COUNTY
301297,BROWARD COUNTY
743461,BROWARD COUNTY
459660,BROWARD COUNTY
435491,BROWARD COUNTY
592054,BROWARD COUNTY
278328,BROWARD COUNTY
163884,BROWARD COUNTY
853647,BROWARD COUNTY
106357,BROWARD COUNTY
672030,BROWARD COUNTY
909033,BROWARD COUNTY
757372,BROWARD COUNTY
888818,BROWARD COUNTY
287688,BROWARD COUNTY
338255,BROWARD COUNTY
435841,BROWARD COUNTY
494365,BROWARD COUNTY
274339,BROWARD COUNTY
587324,BROWARD COUNTY
259346,BROWARD COUNTY
662090,BROWARD COUNTY
883772,BROWARD COUNTY
704436,BROWARD COUNTY
121983,BROWARD COUNTY
117872,BROWARD COUNTY
479537,BROWARD COUNTY
468481,BROWARD COUNTY
387549,BROWARD COUNTY
961526,BROWARD COUNTY
317403,BROWARD COUNTY
991661,BROWARD COUNTY
614409,BROWARD COUNTY
988229,BROWARD COUNTY
828204,BROWARD COUNTY
174586,BROWARD COUNTY
584634,BROWARD COUNTY
199460,BROWARD COUNTY
746687,BROWARD COUNTY
678115,BROWARD COUNTY
959852,BROWARD COUNTY
702987,BROWARD COUNTY
740222,BROWARD COUNTY
614907,BROWARD COUNTY
631934,BROWARD COUNTY
140111,BROWARD COUNTY
344102,BROWARD COUNTY
513334,BROWARD COUNTY
809990,BROWARD COUNTY
442309,BROWARD COUNTY
826706,BROWARD COUNTY
985269,BROWARD COUNTY
893513,BROWARD COUNTY
152962,BROWARD COUNTY
471786,BROWARD COUNTY
136153,BROWARD COUNTY
684293,BROWARD COUNTY
521108,BROWARD COUNTY
729177,BROWARD COUNTY
503344,BROWARD COUNTY
133594,BROWARD COUNTY
479077,BROWARD COUNTY
368069,BROWARD COUNTY
402283,BROWARD COUNTY
808219,BROWARD COUNTY
809612,BROWARD COUNTY
800006,BROWARD COUNTY
559676,BROWARD COUNTY
941486,BROWARD COUNTY
239082,BROWARD COUNTY
112985,BROWARD COUNTY
827006,BROWARD COUNTY
300994,BROWARD COUNTY
573473,BROWARD COUNTY
219321,BROWARD COUNTY
756352,BROWARD COUNTY
452093,BROWARD COUNTY
435729,BROWARD COUNTY
370470,BROWARD COUNTY
892500,BROWARD COUNTY
341793,BROWARD COUNTY
192156,BROWARD COUNTY
516564,BROWARD COUNTY
868060,BROWARD COUNTY
328643,BROWARD COUNTY
819509,BROWARD COUNTY
298170,BROWARD COUNTY
540503,BROWARD COUNTY
381455,BROWARD COUNTY
